,track_id,id,name,followers,genres,popularity,extract_date
216,0X33shXvv1HxGKGCP14ZNX,7moAH3R6RfFsBU7Q2oQesY,Kenny Broberg,117,[],19,2023-03-27
220,0ZWpQpsBL0aPRvSpxCPpnH,28ZDaobarpiyxFtfg11sS8,梁釗峰,6178,['cantopop'],31,2023-03-27
221,0ZWpQpsBL0aPRvSpxCPpnH,4MKAuJc5O5O9en6ZZO5R5v,J1M3,269,[],28,2023-03-27
224,0dNC0d49iWXGNDsTXeNzU0,3suMCth63HXMcUshGv4XDK,FPB N$H,58,[],11,2023-03-27
225,0dNC0d49iWXGNDsTXeNzU0,0sZgdVrhx2mt37bPvpZqoB,Arunboii,3639,['malaysian tamil rap'],22,2023-03-27
226,0dNC0d49iWXGNDsTXeNzU0,0ZNfsASIHO2tx1mneqxinr,RAPKEYS,204,[],12,2023-03-27
230,0iPK3qO01s3XguIy02FZmd,5d0bxRte3J74ZXyEGRL8uU,Dato' Sri Siti Nurhaliza,1285370,"['classic malaysian pop', 'malaysian pop']",56,2023-03-27
232,0mIMV6fYaS5kqXAqaOICPb,1aVONoJ0EM97BB26etc1vo,Steve Reich,204608,"['american contemporary classical', 'avant-garde', 'classical', 'compositional ambient', 'contemporary classical', 'minimalism']",46,2023-03-27
233,0mIMV6fYaS5kqXAqaOICPb,4K3g1qJ73PGZgIQgAcgjQj,Mivos Quartet,701,['modern string quartet'],25,2023-03-27
236,1CJKa6pClBBSnN8LeAfgFv,0ubIxkefJsoYY8JXc2HJoa,Leon Lai,114888,"['c-pop', 'cantopop', 'classic cantopop']",50,2023-03-27
238,1N5gxXUVDRx7SIr6xN47zL,0cMwHZkCdMDnQDuWBkhMqS,Los Telepáticos,2406,['uruguayan indie'],31,2023-03-27
240,1auVRfsbR30fKYv2m7KmJi,4kgIlus6ToyP9mUHoIvLtc,Tiny Vipers,9503,['ambient folk'],22,2023-03-27
242,1kbkxiArBp3r8HRs1QEWZg,2p0UyoPfYfI76PCStuXfOP,Franz Schubert,992239,"['classical', 'classical era', 'early romantic era']",66,2023-03-27
243,1kbkxiArBp3r8HRs1QEWZg,5vBh0nve44zwwVF5KWtCwA,Alfred Brendel,38786,"['austrian classical piano', 'classical', 'classical performance', 'classical piano']",54,2023-03-27
246,23hL7znruJ3SuNI3qtXayD,68gYAqni9tSrACmLCp4qoM,Janice Vidal,189357,"['c-pop', 'cantopop']",53,2023-03-27
248,2EEd37d2Ftq3TXEpgxTGjW,41vv2Tj1knysv6MuFUmdwi,Thomas Bangalter,34954,[],35,2023-03-27
249,2EEd37d2Ftq3TXEpgxTGjW,1wTP51GSC6stv5BbPdMVrx,Romain Dumas,716,[],27,2023-03-27
250,2EEd37d2Ftq3TXEpgxTGjW,3pCPus3pU3880L4RVwppF9,Orchestre National Bordeaux Aquitaine,875,['french orchestra'],33,2023-03-27
254,2NKWg4j3CB2JLZklzsQGk5,2w1kIJBDjYnpHHVLiTn3FJ,Kaia Lana,56436,"['mexican pop', 'urbano mexicano']",53,2023-03-27
256,2TPVcP6b0YQ436pzI2uxjL,6UJ9anFCTizsVkXHg1uKgW,BAKU,3214,[],31,2023-03-27
