id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
4fEKtGayGb3xsbvGbihAoK,0.455,0.793,8,-5.667,1,0.051,0.00782,2.26e-05,0.259,0.471,173.998,235271,4
14qLydrp6Uxy2kzfmv73TZ,0.648,0.874,1,-3.788,0,0.0545,0.00481,2.28e-05,0.0471,0.935,138.007,222231,4
72FVwjVBxIiSxz5QpGRlww,0.423,0.743,2,-5.694,0,0.0415,0.00703,1.05e-05,0.657,0.435,177.891,291299,4
1ENQZlb9iVUnCoN2QtI77e,0.565,0.697,9,-4.901,1,0.0316,0.321,0.0,0.0926,0.343,99.934,177600,4
32IMgcVhysYW12NRvMLp8c,0.674,0.742,0,-6.374,1,0.0384,0.0117,2.6e-06,0.281,0.604,135.007,186000,4
7fEI29hmaWcCMPi8VJf33C,0.47,0.217,7,-12.612,1,0.03,0.464,0.0,0.158,0.215,79.941,200040,4
4xo2cd0kmp3GO1jZzAst1D,0.615,0.552,3,-6.003,1,0.0397,0.312,0.0,0.13,0.319,119.014,222494,4
4feAlo2wgcAtOx6ED9jw2q,0.445,0.232,1,-9.145,1,0.0294,0.886,3.31e-06,0.128,0.246,72.005,204503,4
6f6jhTzxwvAYhzZrABTO8T,0.655,0.715,11,-2.837,1,0.0361,0.135,0.0,0.0589,0.382,120.086,200480,4
2FiWE02UIZU8b6XmAi0SwQ,0.344,0.895,7,-3.951,1,0.0824,0.128,0.0,0.272,0.331,191.674,189281,4
6j5BK1cFX9TjJd5EXHGgAn,0.634,0.844,10,-3.809,0,0.042,0.0766,0.0,0.0904,0.246,85.036,172218,4
4Q0MDstOadw92Gncso1llQ,0.671,0.686,0,-5.905,1,0.0401,0.157,0.0,0.132,0.725,106.049,130001,4
4Fx7GtXOK8k3rxVgKzi6ko,0.687,0.423,11,-9.391,1,0.188,0.879,0.0,0.143,0.265,82.5,222545,4
6B2szCqaT6cpSiyWHI985d,0.65,0.503,10,-5.659,1,0.0475,0.506,0.0,0.0519,0.227,80.102,176775,4
6QgsUMe1nhitvH3CQaqpoL,0.671,0.476,0,-6.901,1,0.0563,0.791,0.0,0.334,0.795,75.996,170526,4
7Mj6ZcL9mmguKgofjqgKN4,0.433,0.778,4,-6.348,0,0.0892,0.206,0.53,0.159,0.236,82.512,316900,3
5g2GhW0Xdc0HHwUCaKkmRQ,0.466,0.736,8,-4.805,1,0.0293,0.143,8.56e-05,0.129,0.214,199.942,204650,4
3p5JD79PQP737dyEY2hnmf,0.589,0.748,6,-4.767,0,0.0259,0.000438,0.0349,0.16,0.334,115.01,238946,4
1FD5Ls4IazGePpuS5PphMn,0.405,0.762,9,-5.826,0,0.0536,0.0323,0.0237,0.0912,0.385,179.875,228474,3
2ARxntdEqBj9MeKFuckr8R,0.629,0.774,10,-4.667,0,0.0279,0.00528,0.244,0.0857,0.406,120.016,237297,4
4KyjDltC4B68pef319qLjJ,0.387,0.647,3,-6.344,1,0.0318,0.0136,0.000852,0.0639,0.0851,148.208,255007,4
7l8CZIiIt5ERP9tg7tArrF,0.732,0.844,5,-6.38,0,0.0312,0.00523,0.00885,0.232,0.457,112.002,256595,4
2LRqm962By8aNwJX0WxFNG,0.556,0.729,0,-5.907,0,0.0432,0.0331,0.0152,0.0907,0.152,90.003,245204,4
2h4QlHTk5OKkKozTszRYgi,0.714,0.878,8,-6.256,1,0.0354,0.0121,0.0176,0.127,0.206,117.014,264036,4
0Fy8AMzsGc5MVD7fHIVaKn,0.574,0.741,10,-7.427,0,0.0327,0.00189,0.00719,0.0988,0.629,160.009,258958,4
2RfrOEGUK6lakj8PIGvQh6,0.666,0.838,11,-4.14,0,0.0358,0.00118,0.00689,0.0595,0.685,135.999,243845,4
4ZFIkAVwQYnmfxXQI1yEl0,0.236,0.561,5,-6.847,0,0.0343,0.121,0.431,0.104,0.0963,81.768,275913,4
3QwlKiTMoOzXvOpzvCMUH6,0.503,0.671,6,-6.381,0,0.0419,0.0323,0.0,0.121,0.295,74.028,147568,4
5I9Syg73cBY7r4POeccPzy,0.311,0.484,5,-7.089,0,0.0461,0.319,5.48e-06,0.117,0.311,76.012,144474,4
6bBNc3V3PduYNL22lbed5R,0.44,0.497,1,-6.44,0,0.0402,0.0917,0.0,0.215,0.209,73.541,156892,4
6D2HY29PYcdXCicrs55Icx,0.348,0.493,5,-6.717,0,0.0385,0.104,0.000424,0.257,0.223,149.436,164000,4
2nPOaOSY7HAitNxGGhM0cR,0.6,0.813,2,-8.175,0,0.145,0.51,0.001,0.0901,0.131,123.942,166452,4
23n22VUOFReLqzuaXjYa0r,0.806,0.404,2,-5.818,0,0.0468,0.152,5.31e-06,0.166,0.517,136.036,186157,4
5rKxvEnKSeOQbdw8vEo5wF,0.432,0.233,8,-9.411,1,0.0643,0.909,0.0,0.312,0.293,107.496,71348,4
4BKGOLRScQzCal1o6A9XAL,0.81,0.442,7,-7.23,0,0.0438,0.746,0.0,0.125,0.871,122.997,163415,4
0UjtNpjSGZxuRfmJ9ULJG5,0.627,0.273,9,-10.177,0,0.0394,0.901,3.44e-06,0.0997,0.121,129.878,209538,4
7uBfIs0NE7bx88R0obazQ4,0.464,0.242,10,-8.8,0,0.0785,0.852,0.0,0.2,0.329,104.581,150429,3
6gVIrj4H3rmXYZnFXxtEl3,0.426,0.457,3,-8.235,1,0.0308,0.262,0.0109,0.0669,0.769,105.073,156857,3
4lQe11Y0Qu7EoCN9PVFd6P,0.694,0.652,7,-7.46,1,0.0491,0.389,0.0176,0.346,0.599,92.968,195493,4
4FHpcED7VTUXAzUj0XQ9PL,0.196,0.287,9,-9.926,1,0.0331,0.696,0.00195,0.076,0.232,178.911,245429,3
291zhZPuvOLQ438WoMh2QG,0.388,0.418,0,-8.406,1,0.0322,0.579,1.14e-05,0.358,0.131,119.187,187131,4
3P0vUFGglD2FL8ErAOFoED,0.482,0.415,9,-9.36,1,0.0342,0.288,0.000215,0.148,0.312,141.623,226479,4
61pVPN8WoNqWE5ATrVIKg5,0.636,0.457,10,-7.268,0,0.0326,0.186,0.000904,0.162,0.321,92.001,172500,4
38tKvVe3iURKRFm5X50zLZ,0.602,0.493,5,-5.695,1,0.0443,0.825,0.0,0.364,0.281,128.577,172326,4
4XhdM1Ku9JM4abVuRWAsgk,0.619,0.437,4,-7.623,0,0.0244,0.449,0.00184,0.292,0.536,90.972,195164,4
6McBFhOohQvx0zWkoISnap,0.613,0.443,4,-7.502,0,0.0247,0.349,0.0,0.237,0.604,91.044,195164,4
