,track_id,album_id,artists_id
94,77KHmKnBmVGTjRCeMVXpWH,77nQbex7VQEOvGDhubRrIV,['1RBzGO6Nm3uyhUSxP7EDWO']
95,3W9HjL7lmbYXL4kQ1kicH3,0BVeJuYSbScL5Lq7ToS7J9,"['27Yc5RzJf27tJfqezJnHY1', '3ucYybVr1mTuB04HtoBDCc']"
96,4ojwGTehgBRAg52jbFgzJg,6KL1vHSZ0XfmL2NJF5iFE1,"['2T1aUibqR2QC2sINIDQOAK', '64aJYyrXljOodnUG6jvhRD', '77GVmrLGuxNEvj2ibvT62v', '1i8SpTcr7yvPOmcqrbnVXY']"
97,3voxukrHBXctzxdSbCycey,4XhxlkhkuQFRIOJCVN2Mpi,['6Cv7YpJ01y71mdgm4szmU2']
98,4smbzhaRt7EYwO73SmFXyR,0yLhNN1wvArT1xOU9Y8s4S,['4GepMkTgrIZECoCC55vqjW']
99,0j8zA8KrITjLVoAm3H3X6u,62WNAAbZm5QQ3mun5mwEoi,"['1Q257Q8HvFsbM8ZCyoQbC6', '4Rt3IAHzQThxacUz1hePkg']"
100,32lm3769IRfcnrQV11LO4E,2kZkiVn1m00XcgaWlLb2LD,"['7qG3b048QCHVRO5Pv1T5lw', '5luyt0SUvGkDMY4ILP6Qhl', '2cy1zPcrFcXAJTP0APWewL']"
101,79Bm3DTEYuQsDpUVHbSRsL,7tPQLOpoHALuSuHcDFUgB8,"['0haZhu4fFKt0Ag94kZDiz2', '3PAwspMN27PDm81WwXDsMf']"
102,0uRHot8ml8U8cYVwwzMwNT,303q7Gwd1npoNdMFtoAe9s,"['6ejQ8vRKDUNBT2UyG3OaAM', '1i8SpTcr7yvPOmcqrbnVXY']"
103,3GpvoKKWZyTwgbLEM9RmWM,23pG20MPKmclVJu2SDx9fY,"['5DUlefCLzVRzNWaNURTFpK', '1ackd5XprZEkH3McKbQD51', '07YUOmWljBTXwIseAUd9TW']"
104,3jxP1S0xXvPBry3scDZj6h,3WuwesFp1zHaIQa98Y3Fcn,['6Q6qTNC2rAegcR5QjzcRgE']
105,6Bj9aK0jTMmjUp1y4Z7SVz,6cWj9XVKzrrayy7c6n5KiI,['6Q6qTNC2rAegcR5QjzcRgE']
106,0EpFfFZpCuqYFzHvxOtrZS,5lQLNkR6i87BZeiKq7Yg8Y,"['0eHQ9o50hj6ZDNBt6Ys1sD', '329e4yvIujISKGKz1BZZbO', '21451j1KhjAiaYKflxBjr1', '2UBLJyUgCq6XMiSVV7oGv8']"
107,7rDi4fIeHSM3KAUYAKYMMN,1qUACQZ4lb0VyVZ48LZ3GM,"['1i8SpTcr7yvPOmcqrbnVXY', '3Wb38LDP3N4tkobValgE9D']"
108,1zwH02KhFWC4wOtiZ1We1g,2lVKzhuuSFd1JVJe9U1gbV,['3ucYybVr1mTuB04HtoBDCc']
